
500 0.00327643
1500 0.0250612
2500 0.0286789
3500 0.0558515
4500 0.0903841
5500 0.139209
6500 0.194024
7500 0.264981
8500 0.335932
9500 0.424177
10500 0.525803
11500 0.636572
12500 0.755874
13500 0.883048
14500 1.02771
15500 1.17331
16500 1.34101
17500 1.5187
18500 1.71088
19500 1.91066
20500 2.12082
21500 2.35174
22500 2.59029
23500 2.84011
24500 3.10952
25500 3.38039
26500 3.69122
27500 3.96566
28500 4.33265
29500 4.66904
30500 5.0195
31500 5.35327
32500 5.72546
33500 6.15337
34500 6.55149
35500 7.05279
36500 7.58459
37500 7.95736
38500 8.42895
39500 8.85745
40500 9.45711
41500 9.95376
42500 10.5334
43500 11.1581
44500 11.6666
45500 11.9599
46500 12.8301
47500 13.6536
48500 14.1015
49500 14.5984
