
100 8.8248e-05
300 0.000775625
500 0.00206564
700 0.00418032
900 0.00675244
1100 0.00645229
1300 0.00600256
1500 0.0067491
1700 0.0071609
1900 0.00881614
2100 0.010923
2300 0.0135084
2500 0.0154469
2700 0.0179656
2900 0.0209313
3100 0.0234113
3300 0.026203
3500 0.0293566
3700 0.0328385
3900 0.0373182
4100 0.0418978
4300 0.0436664
4500 0.0488122
4700 0.0527517
4900 0.0575965
5100 0.0625332
5300 0.0675435
5500 0.0725021
5700 0.0777923
5900 0.0856025
6100 0.0891981
6300 0.0948323
6500 0.101578
6700 0.108193
6900 0.115408
7100 0.121778
7300 0.128919
7500 0.134806
7700 0.141949
7900 0.149176
8100 0.156981
8300 0.16625
8500 0.172253
8700 0.181032
8900 0.189028
9100 0.201175
9300 0.20774
9500 0.21703
9700 0.231883
9900 0.242013
10100 0.24747
10300 0.254266
10500 0.261861
10700 0.277116
10900 0.284266
11100 0.29402
11300 0.306691
11500 0.316472
11700 0.328642
11900 0.34108
12100 0.351066
12300 0.361287
12500 0.37596
12700 0.386626
12900 0.400396
13100 0.408191
13300 0.421685
13500 0.439848
13700 0.451718
13900 0.462977
14100 0.483882
14300 0.498041
14500 0.503595
14700 0.515073
14900 0.528152
